노선,지사,터널명,이정,연장,차로수,종별,상태등급,준공일자,행정구역
새만금포항선(대구~포항),영천지사,임고2터널(포항),43,622,3,1종,B,2004-12-07,경상북도 영천시 임고면 사리
새만금포항선(대구~포항),영천지사,임고3터널(대구),44,426,3,1종,B,2004-12-07,경상북도 영천시 임고면 사리
새만금포항선(대구~포항),영천지사,임고3터널(포항),44,368,3,1종,B,2004-12-07,경상북도 영천시 임고면 사리
새만금포항선(대구~포항),영천지사,임고4터널(포항),49,1690,3,1종,B,2004-12-07,경상북도 영천시 임고면 수성리
새만금포항선(대구~포항),영천지사,임고4터널(대구),49,1690,3,1종,B,2004-12-07,경상북도 영천시 임고면 수성리
새만금포항선(대구~포항),영천지사,달전터널(포항),65,1060,2,1종,B,2004-12-07,경상북도 경주시 강동면 다산리
새만금포항선(대구~포항),영천지사,달전터널(대구),65,1040,2,1종,B,2004-12-07,경상북도 경주시 강동면 다산리
광주대구선,고령지사,수동터널(광주),102,624,2,2종,A,2015-12-22,경상남도 함양군 수동면 하교리
광주대구선,고령지사,수동터널(대구),102,514,2,2종,A,2015-12-22,경상남도 함양군 수동면 하교리
광주대구선,고령지사,살피재터널(대구),127,1170,2,1종,A,2015-12-22,경상남도 거창군 남하면 둔마리
광주대구선,고령지사,살피재터널(광주),127,1175,2,1종,A,2015-12-22,경상남도 거창군 남하면 둔마리
광주대구선,고령지사,가조터널(광주),135,1573,2,1종,B,2015-12-22,경상남도 거창군 가조면 도리
광주대구선,고령지사,가조터널(대구),135,1559,2,1종,B,2015-12-22,경상남도 거창군 가조면 도리
광주대구선,고령지사,가야1터널(대구),137,1229,2,1종,B,2015-12-22,경상남도 합천군 가야면 성기리
광주대구선,고령지사,가야1터널(광주),137,1214,2,1종,B,2015-12-22,경상남도 합천군 가야면 성기리
광주대구선,고령지사,가야2터널(대구),139,750,2,2종,A,2015-12-22,경상남도 합천군 가야면 성기리
광주대구선,고령지사,가야2터널(광주),139,742,2,2종,A,2015-12-22,경상남도 합천군 가야면 성기리
광주대구선,고령지사,가야3터널(대구),140,1684,2,1종,B,2015-12-22,경상남도 합천군 가야면 청현리
광주대구선,고령지사,가야3터널(광주),140,1692,2,1종,B,2015-12-22,경상남도 합천군 가야면 청현리
광주대구선,고령지사,야로1터널(대구),142,627,2,2종,A,2015-12-22,경상남도 합천군 야로면 묵촌리
광주대구선,고령지사,야로1터널(광주),142,594,2,2종,A,2015-12-22,경상남도 합천군 야로면 묵촌리
광주대구선,고령지사,야로2터널(광주),143,773,2,2종,A,2015-12-22,경상남도 합천군 야로면 묵촌리
광주대구선,고령지사,야로2터널(대구),143,789,2,2종,A,2015-12-22,경상남도 합천군 야로면 묵촌리
광주대구선,고령지사,야로3터널(광주),147,743,2,2종,B,2015-12-22,경상남도 합천군 야로면 청계리
광주대구선,고령지사,야로3터널(대구),147,760,2,2종,B,2015-12-22,경상남도 합천군 야로면 청계리
광주대구선,고령지사,쌍림터널(대구),148,856,2,2종,B,2015-12-22,경상북도 고령군 쌍림면 산당리
광주대구선,고령지사,쌍림터널(광주),148,846,2,2종,B,2015-12-22,경상북도 고령군 쌍림면 산당리
광주대구선,고령지사,고령터널(광주),157,555,2,2종,B,2015-12-22,경상북도 고령군 대가야읍 장기리
광주대구선,고령지사,성산1터널(광주),159,482,2,2종,B,2015-12-22,경상북도 고령군 개진면 양전리
광주대구선,고령지사,성산1터널(대구),159,499,2,2종,B,2015-12-22,경상북도 고령군 개진면 양전리
광주대구선,고령지사,성산2터널(광주),160,255,2,2종,B,2015-12-22,경상북도 고령군 성산면 사부리
광주대구선,고령지사,성산2터널(대구),160,281,2,2종,B,2015-12-22,경상북도 고령군 성산면 사부리
서산영덕선(상주영덕선),청송지사,나각산터널(상주),86,241,3,1종,A,2016-12-22,경상북도 상주시 낙동면 낙동리
서산영덕선(상주영덕선),청송지사,나각산터널(영덕),86,241,2,2종,B,2016-12-22,경상북도 상주시 낙동면 낙동리
서산영덕선(상주영덕선),청송지사,단밀1터널(영덕),87,442,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀1터널(상주),87,416,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀2터널(영덕),89,465,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀2터널(상주),89,454,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀3터널(영덕),90,523,2,2종,A,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀3터널(상주),90,501,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀4터널(영덕),90,385,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,단밀4터널(상주),90,344,2,2종,B,2016-12-22,경상북도 의성군 단밀면 생송리
서산영덕선(상주영덕선),청송지사,안사1터널(상주),103,878,2,2종,B,2016-12-22,경상북도 의성군 안계면 도덕리
서산영덕선(상주영덕선),청송지사,안사1터널(영덕),103,839,2,2종,B,2016-12-22,경상북도 의성군 안계면 도덕리
서산영덕선(상주영덕선),청송지사,안사2터널(영덕),106,1467,2,1종,A,2016-12-22,경상북도 의성군 안사면 중하리
서산영덕선(상주영덕선),청송지사,안사2터널(상주),106,1474,2,1종,B,2016-12-22,경상북도 의성군 안사면 중하리
서산영덕선(상주영덕선),청송지사,안평1터널(영덕),107,2654,2,1종,B,2016-12-22,경상북도 의성군 안평면 금곡리
서산영덕선(상주영덕선),청송지사,안평1터널(상주),107,2643,2,1종,A,2016-12-22,경상북도 의성군 안평면 금곡리
서산영덕선(상주영덕선),청송지사,안평2터널(영덕),113,420,2,2종,B,2016-12-22,경상북도 의성군 안평면 삼춘리
서산영덕선(상주영덕선),청송지사,안평2터널(상주),113,402,2,2종,B,2016-12-22,경상북도 의성군 안평면 삼춘리
서산영덕선(상주영덕선),청송지사,안평3터널(영덕),113,1420,2,1종,A,2016-12-22,경상북도 의성군 안평면 삼춘리
서산영덕선(상주영덕선),청송지사,안평3터널(상주),113,1470,2,1종,A,2016-12-22,경상북도 의성군 안평면 삼춘리
서산영덕선(상주영덕선),청송지사,단촌1터널(상주),119,797,2,2종,A,2016-12-22,경상북도 의성군 단촌면 세촌리
서산영덕선(상주영덕선),청송지사,단촌1터널(영덕),119,718,2,2종,B,2016-12-22,경상북도 의성군 단촌면 세촌리
서산영덕선(상주영덕선),청송지사,단촌2터널(상주),124,251,2,2종,B,2016-12-22,경상북도 의성군 단촌면 관덕리
서산영덕선(상주영덕선),청송지사,단촌2터널(영덕),124,230,2,2종,B,2016-12-22,경상북도 의성군 단촌면 관덕리
서산영덕선(상주영덕선),청송지사,단촌3터널(상주),125,281,2,2종,B,2016-12-22,경상북도 의성군 단촌면 병방리
서산영덕선(상주영덕선),청송지사,단촌3터널(영덕),125,274,2,2종,B,2016-12-22,경상북도 의성군 단촌면 병방리
서산영덕선(상주영덕선),청송지사,단촌4터널(영덕),126,1789,2,1종,A,2016-12-22,경상북도 의성군 단촌면 병방리
서산영덕선(상주영덕선),청송지사,단촌4터널(상주),126,1815,2,1종,A,2016-12-22,경상북도 의성군 단촌면 병방리
서산영덕선(상주영덕선),청송지사,옥산터널(상주),136,713,2,2종,B,2016-12-22,경상북도 의성군 옥산면 신계리
서산영덕선(상주영덕선),청송지사,옥산터널(영덕),136,702,2,2종,B,2016-12-22,경상북도 의성군 옥산면 신계리
서산영덕선(상주영덕선),청송지사,길안1터널(영덕),140,424,2,2종,B,2016-12-22,경상북도 안동시 길안면 현하리
서산영덕선(상주영덕선),청송지사,길안1터널(상주),140,379,2,2종,B,2016-12-22,경상북도 안동시 길안면 현하리
서산영덕선(상주영덕선),청송지사,길안2터널(영덕),143,830,2,2종,B,2016-12-19,경상북도 안동시 길안면 만음리
서산영덕선(상주영덕선),청송지사,길안2터널(상주),143,781,2,2종,B,2016-12-19,경상북도 안동시 길안면 만음리
서산영덕선(상주영덕선),청송지사,길안3터널(영덕),147,1246,2,1종,A,2016-12-19,경상북도 안동시 길안면 묵계리
서산영덕선(상주영덕선),청송지사,길안3터널(상주),147,1237,2,1종,A,2016-12-19,경상북도 안동시 길안면 묵계리
서산영덕선(상주영덕선),청송지사,길안4터널(영덕),148,636,2,2종,A,2016-12-19,경상북도 안동시 길안면 배방리
서산영덕선(상주영덕선),청송지사,길안4터널(상주),148,600,2,2종,B,2016-12-19,경상북도 안동시 길안면 배방리
서산영덕선(상주영덕선),청송지사,사일산터널(영덕),149,2562,2,1종,A,2016-12-19,경상북도 안동시 길안면 배방리
서산영덕선(상주영덕선),청송지사,사일산터널(상주),149,2487,2,1종,A,2016-12-19,경상북도 안동시 길안면 배방리
서산영덕선(상주영덕선),청송지사,파천1터널(영덕),156,946,2,2종,A,2016-12-19,경상북도 청송군 파천면 관리
서산영덕선(상주영덕선),청송지사,파천1터널(상주),156,824,2,2종,A,2016-12-19,경상북도 청송군 파천면 관리
서산영덕선(상주영덕선),청송지사,파천2터널(상주),158,942,2,2종,A,2016-12-19,경상북도 청송군 파천면 옹점리
서산영덕선(상주영덕선),청송지사,파천2터널(영덕),158,890,2,2종,A,2016-12-19,경상북도 청송군 파천면 옹점리
서산영덕선(상주영덕선),청송지사,파천3터널(영덕),160,945,2,2종,B,2016-12-19,경상북도 청송군 파천면 옹점리
서산영덕선(상주영덕선),청송지사,파천3터널(상주),160,939,2,2종,A,2016-12-19,경상북도 청송군 파천면 옹점리
서산영덕선(상주영덕선),청송지사,진보터널(영덕),161,1911,2,1종,B,2016-12-19,경상북도 청송군 파천면 옹점리
서산영덕선(상주영덕선),청송지사,진보터널(상주),161,1975,2,1종,A,2016-12-19,경상북도 청송군 파천면 옹점리
서산영덕선(상주영덕선),청송지사,지품1터널(상주),167,985,2,2종,A,2016-12-19,경상북도 청송군 진보면 괴정리
서산영덕선(상주영덕선),청송지사,지품1터널(영덕),167,985,2,2종,A,2016-12-19,경상북도 청송군 진보면 괴정리
서산영덕선(상주영덕선),청송지사,지품2터널(상주),168,723,2,2종,B,2016-12-19,경상북도 영덕군 지품면 황장리
서산영덕선(상주영덕선),청송지사,지품2터널(영덕),168,719,2,2종,B,2016-12-19,경상북도 영덕군 지품면 황장리
서산영덕선(상주영덕선),청송지사,지품3터널(영덕),170,671,2,2종,B,2016-12-19,경상북도 영덕군 지품면 지품리
서산영덕선(상주영덕선),청송지사,지품3터널(상주),170,695,2,2종,B,2016-12-19,경상북도 영덕군 지품면 지품리
서산영덕선(상주영덕선),청송지사,지품4터널(영덕),171,464,2,2종,B,2016-12-19,경상북도 영덕군 지품면 복곡리
서산영덕선(상주영덕선),청송지사,지품4터널(상주),171,419,2,2종,B,2016-12-19,경상북도 영덕군 지품면 복곡리
서산영덕선(상주영덕선),청송지사,지품6터널(상주),175,1255,2,1종,B,2016-12-19,경상북도 영덕군 지품면 수암리
서산영덕선(상주영덕선),청송지사,지품6터널(영덕),175,1152,2,1종,B,2016-12-19,경상북도 영덕군 지품면 수암리
서산영덕선(상주영덕선),청송지사,지품7터널(상주),177,202,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품7터널(영덕),177,182,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품8터널(영덕),178,156,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품8터널(상주),178,115,2,2종,A,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품9터널(영덕),179,364,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품9터널(상주),179,324,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품10터널(상주),180,457,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,지품10터널(영덕),180,429,2,2종,B,2016-12-19,경상북도 영덕군 지품면 송천리
서산영덕선(상주영덕선),청송지사,달산1터널(영덕),181,666,2,2종,B,2016-12-19,경상북도 영덕군 지품면 용덕리
서산영덕선(상주영덕선),청송지사,달산1터널(상주),181,659,2,2종,B,2016-12-19,경상북도 영덕군 지품면 용덕리
서산영덕선(상주영덕선),청송지사,달산2터널(영덕),182,1612,2,1종,B,2016-12-19,경상북도 영덕군 달산면 인곡리
서산영덕선(상주영덕선),청송지사,달산2터널(상주),182,1624,2,1종,B,2016-12-19,경상북도 영덕군 달산면 인곡리
서산영덕선(상주영덕선),청송지사,달산3터널(상주),184,1390,2,1종,B,2016-12-19,경상북도 영덕군 달산면 대지리
서산영덕선(상주영덕선),청송지사,달산3터널(영덕),184,1397,2,1종,A,2016-12-19,경상북도 영덕군 달산면 대지리
서산영덕선(상주영덕선),청송지사,영덕터널(영덕),186,2813,2,1종,B,2016-12-19,경상북도 영덕군 달산면 대지리
서산영덕선(상주영덕선),청송지사,영덕터널(상주),186,2860,2,1종,B,2016-12-19,경상북도 영덕군 달산면 대지리
중앙선,영주지사,풍산터널(춘천),193,200,2,2종,B,1995-09-25,경상북도 안동시 풍산읍 수곡리
중앙선,영주지사,풍산터널(부산),193,210,2,2종,B,1999-12-05,경상북도 안동시 풍산읍 수곡리
중앙선,영주지사,보문터널(춘천),203,801,2,2종,B,1999-12-09,경상북도 안동시 풍산읍 신양리
중앙선,영주지사,보문터널(부산),203,778,2,2종,B,1999-12-09,경상북도 안동시 풍산읍 신양리
중앙선,영주지사,봉현터널(춘천),232,532,2,2종,B,2001-12-19,경상북도 영주시 봉현면 오현리
중앙선,영주지사,봉현터널(부산),232,533,2,2종,B,2001-12-19,경상북도 영주시 봉현면 오현리
중앙선,영주지사,죽령터널(부산),238,4600,2,1종,B,2001-12-19,경상북도 영주시 풍기읍 수철리
중앙선,영주지사,죽령터널(춘천),238,4600,2,1종,B,2001-12-19,경상북도 영주시 풍기읍 수철리
중부내륙선,성주지사,고령1터널(양평),57,424,2,2종,B,2007-12-17,경상북도 고령군 개진면 부리
중부내륙선,성주지사,고령1터널(창원),57,487,2,2종,B,2007-12-16,경상북도 고령군 개진면 부리
중부내륙선,성주지사,고령2터널(양평),59,260,2,2종,B,2007-12-16,경상북도 고령군 성산면 오곡리
중부내륙선,성주지사,고령2터널(창원),59,260,2,2종,B,2007-12-17,경상북도 고령군 성산면 오곡리
중부내륙선,성주지사,고령3터널(양평),60,485,2,2종,B,2007-12-16,경상북도 고령군 성산면 오곡리
중부내륙선,성주지사,고령3터널(창원),60,471,2,2종,B,2007-12-16,경상북도 고령군 성산면 오곡리
중부내륙선,성주지사,고령4터널(양평),68,516,2,2종,B,2007-12-16,경상북도 고령군 성산면 상용리
중부내륙선,성주지사,고령4터널(창원),68,499,2,2종,B,2007-12-16,경상북도 고령군 성산면 상용리
중부내륙선,성주지사,성주터널(창원),80,690,2,2종,B,2007-12-17,경상북도 성주군 선남면 장학리
중부내륙선,성주지사,성주터널(양평),80,760,2,2종,B,2007-12-17,경상북도 성주군 선남면 장학리
중부내륙선,성주지사,김천1터널(양평),105,760,2,2종,A,2007-12-16,경상북도 김천시 남면 부상리
중부내륙선,성주지사,김천1터널(창원),105,770,2,2종,A,2007-12-16,경상북도 김천시 남면 부상리
중부내륙선,성주지사,김천2터널(양평),108,1055,2,1종,B,2007-12-16,경상북도 김천시 아포읍 대성리
중부내륙선,성주지사,김천2터널(창원),108,1045,2,1종,B,2007-12-16,경상북도 김천시 아포읍 대성리
중부내륙선,성주지사,김천3터널(창원),111,1570,2,1종,B,2007-12-16,경상북도 김천시 아포읍 대성리
중부내륙선,성주지사,김천3터널(양평),112,1669,2,1종,B,2007-12-16,경상북도 김천시 아포읍 대성리
부산포항선,울산지사,해운대터널(울산),1,680,2,2종,B,2008-12-31,부산광역시 해운대구 좌동 
부산포항선,울산지사,해운대터널(부산),1,680,2,2종,B,2008-12-31,부산광역시 해운대구 좌동 
부산포항선,울산지사,기장1터널(부산),9,536,3,1종,B,2008-12-29,부산광역시 기장군 기장읍 대라리
부산포항선,울산지사,기장1터널(울산),9,466,3,1종,B,2008-12-29,부산광역시 기장군 기장읍 대라리
부산포항선,울산지사,기장2터널(울산),10,304,3,1종,B,2008-12-29,부산광역시 기장군 기장읍 서부리
부산포항선,울산지사,기장2터널(부산),10,265,3,1종,B,2008-12-29,부산광역시 기장군 기장읍 서부리
부산포항선,울산지사,일광터널(울산),17,128,3,1종,A,2008-12-29,부산광역시 기장군 일광면 원리
부산포항선,울산지사,일광터널(부산),17,128,3,1종,A,2008-12-29,부산광역시 기장군 일광면 원리
부산포항선,울산지사,온양터널(부산),33,240,3,1종,A,2008-12-29,울산광역시 울주군 온양읍 고산리
부산포항선,울산지사,온양터널(울산),33,240,3,1종,A,2008-12-29,울산광역시 울주군 온양읍 고산리
부산포항선,울산지사,문수터널(부산),44,1508,3,1종,B,2008-12-29,울산광역시 울주군 청량면 율리
부산포항선,울산지사,문수터널(울산),44,1599,3,1종,B,2008-12-29,울산광역시 울주군 청량면 율리
부산외곽순환선,울산지사,금정산터널(기장),30,7142,2,1종,A,2017-12-27,부산광역시 북구 금곡동 
부산외곽순환선,울산지사,금정산터널(창원),30,7087,2,1종,B,2017-12-27,부산광역시 북구 금곡동 
부산외곽순환선,울산지사,철마1터널(기장),40,669,2,2종,B,2017-12-27,부산광역시 금정구 선동 
부산외곽순환선,울산지사,철마1터널(창원),40,669,2,2종,B,2017-12-27,부산광역시 금정구 선동 
부산외곽순환선,울산지사,철마4터널(기장),47,917,2,2종,B,2017-12-27,부산광역시 기장군 철마면 이곡리
부산외곽순환선,울산지사,철마4터널(창원),47,959,2,2종,B,2017-12-27,부산광역시 기장군 철마면 이곡리
중앙선의 지선,양산지사,대동1터널(양산),1,1944,2,1종,B,2014-12-12,경상남도 김해시 불암동 
중앙선의 지선,양산지사,대동1터널(김해),1,1994,2,1종,B,2014-12-12,경상남도 김해시 불암동 
중앙선의 지선,양산지사,대동2터널(김해),4,1139,2,1종,B,2014-12-12,경상남도 김해시 대동면 예안리
중앙선의 지선,양산지사,대동2터널(양산),4,1149,2,1종,B,2014-12-12,경상남도 김해시 대동면 예안리
중앙선의 지선,양산지사,대동3터널(양산),6,1295,2,1종,A,2014-12-12,경상남도 김해시 대동면 예안리
중앙선의 지선,양산지사,대동3터널(김해),6,1300,2,1종,A,2014-12-12,경상남도 김해시 대동면 예안리
부산외곽순환선,양산지사,진영1터널(기장),1,719,2,2종,B,2017-12-27,경상남도 김해시 진영읍 하계리
부산외곽순환선,양산지사,진영1터널(창원),1,731,2,2종,B,2017-12-27,경상남도 김해시 진영읍 하계리
부산외곽순환선,양산지사,진영2터널(기장),3,990,2,2종,B,2017-12-27,경상남도 김해시 진영읍 여래리
부산외곽순환선,양산지사,진영2터널(창원),3,980,2,2종,B,2017-12-27,경상남도 김해시 진영읍 여래리
부산외곽순환선,양산지사,한림1터널(창원),7,1350,2,1종,B,2017-12-27,경상남도 김해시 한림면 퇴래리
부산외곽순환선,양산지사,한림1터널(기장),7,1350,2,1종,B,2017-12-27,경상남도 김해시 한림면 퇴래리
부산외곽순환선,양산지사,한림2터널(기장),10,460,2,2종,B,2017-12-27,경상남도 김해시 한림면 명동리
부산외곽순환선,양산지사,한림2터널(창원),10,412,2,2종,B,2017-12-27,경상남도 김해시 한림면 명동리
부산외곽순환선,양산지사,한림3터널(기장),11,728,2,2종,B,2017-12-27,경상남도 김해시 한림면 용덕리
부산외곽순환선,양산지사,한림3터널(창원),11,745,2,2종,B,2017-12-27,경상남도 김해시 한림면 용덕리
부산외곽순환선,양산지사,한림4터널(창원),13,1781,2,1종,B,2017-12-27,경상남도 김해시 한림면 안곡리
부산외곽순환선,양산지사,한림4터널(기장),13,1754,2,1종,B,2017-12-27,경상남도 김해시 한림면 안곡리
부산외곽순환선,양산지사,생림터널(창원),16,758,2,2종,B,2017-12-27,경상남도 김해시 생림면 나전리
부산외곽순환선,양산지사,생림터널(기장),16,728,2,2종,B,2017-12-27,경상남도 김해시 생림면 나전리
부산외곽순환선,양산지사,상동터널(기장),19,1142,2,1종,B,2017-12-27,경상남도 김해시 상동면 우계리
부산외곽순환선,양산지사,상동터널(창원),19,1144,2,1종,A,2017-12-27,경상남도 김해시 상동면 우계리
부산외곽순환선,양산지사,신어산터널(기장),21,4297,2,1종,B,2017-12-27,경상남도 김해시 대동면 
부산외곽순환선,양산지사,신어산터널(창원),21,4292,2,1종,B,2017-12-31,경상남도 김해시 상동면 
남해선(순천부산),창원지사,산인터널(부산),110,688,4,1종,B,2011-12-14,경상남도 함안군 산인면 모곡리
남해선(순천부산),창원지사,산인터널(순천),110,604,4,1종,B,2011-12-14,경상남도 함안군 산인면 모곡리
남해선(순천부산),창원지사,함안1터널(부산),113,877,2,2종,B,2001-10-06,경상남도 함안군 산인면 신산리
남해선(순천부산),창원지사,함안1터널(순천),113,850,2,2종,B,2001-10-06,경상남도 함안군 산인면 신산리
남해선(순천부산),창원지사,함안2터널(부산),119,500,2,2종,B,2001-10-06,경상남도 함안군 칠원읍 용정리
남해선(순천부산),창원지사,함안2터널(순천),119,520,2,2종,B,2001-10-06,경상남도 함안군 칠원읍 용정리
남해선(순천부산),창원지사,창원1터널(부산),121,2551,2,1종,B,2001-10-06,경상남도 함안군 칠원읍 무기리
남해선(순천부산),창원지사,창원1터널(순천),121,2566,2,1종,B,2001-10-06,경상남도 함안군 칠원읍 무기리
남해선(순천부산),창원지사,창원2터널(부산),127,854,2,2종,B,2001-10-06,경상남도 창원시 동읍 용강리
남해선(순천부산),창원지사,창원2터널(순천),127,854,2,2종,B,2001-10-06,경상남도 창원시 동읍 용강리
남해선(순천부산),창원지사,김해터널(부산),137,690,4,1종,B,2001-10-06,경상남도 김해시 진영읍 하계리
남해선(순천부산),창원지사,김해터널(순천),137,643,4,1종,B,2001-10-06,경상남도 김해시 진영읍 하계리
남해선(순천부산),진주지사,하동터널(부산),33,196,2,2종,B,1992-12-24,경상남도 하동군 금성면 궁항리
남해선(순천부산),진주지사,하동터널(순천),33,201,2,2종,B,1992-12-24,경상남도 하동군 금성면 궁항리
남해선(순천부산),진주지사,진교터널(부산),48,340,2,2종,B,1992-12-24,경상남도 하동군 진교면 고이리
남해선(순천부산),진주지사,진교터널(순천),48,400,2,2종,B,1992-12-24,경상남도 하동군 진교면 고이리
남해선(순천부산),진주지사,사천터널(부산),53,168,2,2종,A,1992-12-20,경상남도 사천시 곤양면 대진리
남해선(순천부산),진주지사,사천터널(순천),53,240,2,2종,B,1992-12-24,경상남도 사천시 곤양면 송전리
남해선(순천부산),진주지사,진주1터널(부산),78,614,4,1종,B,2011-12-13,경상남도 진주시 문산읍 상문리
남해선(순천부산),진주지사,진주1터널(순천),78,572,4,1종,B,2011-12-13,경상남도 진주시 문산읍 상문리
남해선(순천부산),진주지사,진주2터널(순천),79,760,4,1종,B,2011-12-13,경상남도 진주시 문산읍 상문리
남해선(순천부산),진주지사,진주2터널(부산),80,647,4,1종,B,2011-12-13,경상남도 진주시 문산읍 상문리
통영대전선/중부선,산청지사,신율터널(하남),50,230,2,2종,B,1996-12-20,경상남도 진주시 내동면 신율리
통영대전선/중부선,산청지사,신율터널(통영),50,225,2,2종,B,1996-12-20,경상남도 진주시 내동면 신율리
통영대전선/중부선,산청지사,독산터널(하남),50,445,2,2종,A,1996-12-20,경상남도 진주시 내동면 독산리
통영대전선/중부선,산청지사,독산터널(통영),50,470,2,2종,B,1996-12-20,경상남도 진주시 내동면 독산리
통영대전선/중부선,산청지사,산청3터널(하남),68,520,2,2종,A,1998-12-11,경상남도 산청군 단성면 묵곡리
통영대전선/중부선,산청지사,산청3터널(통영),68,580,2,2종,B,1998-12-11,경상남도 산청군 단성면 묵곡리
통영대전선/중부선,산청지사,산청2터널(하남),74,514,2,2종,B,1998-12-11,경상남도 산청군 단성면 강누리
통영대전선/중부선,산청지사,산청2터널(통영),74,514,2,2종,B,1998-12-11,경상남도 산청군 단성면 강누리
통영대전선/중부선,산청지사,산청1터널(하남),79,204,2,2종,B,1998-12-11,경상남도 산청군 신안면 외송리
통영대전선/중부선,산청지사,산청1터널(통영),79,204,2,2종,B,1998-12-11,경상남도 산청군 신안면 외송리
통영대전선/중부선,산청지사,함양터널(하남),114,1455,2,1종,B,2001-11-29,경상남도 함양군 서하면 황산리
통영대전선/중부선,산청지사,함양터널(통영),114,1505,2,1종,B,2001-11-29,경상남도 함양군 서하면 황산리
부산포항선,경주지사,다운1터널(포항),49,569,2,2종,A,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,다운1터널(부산),49,374,2,2종,B,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,다운2터널(부산),49,128,2,2종,A,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,다운3터널(포항),50,429,2,2종,A,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,다운3터널(부산),50,411,2,2종,A,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,다운4터널(부산),51,613,2,2종,A,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,다운4터널(포항),51,615,2,2종,A,2015-12-23,울산광역시 중구 다운동 
부산포항선,경주지사,범서1터널(부산),52,805,2,2종,A,2015-12-23,울산광역시 울주군 범서읍 서사리
부산포항선,경주지사,범서1터널(포항),52,803,2,2종,A,2015-12-23,울산광역시 울주군 범서읍 서사리
부산포항선,경주지사,범서2터널(부산),53,585,2,2종,B,2015-12-23,울산광역시 울주군 범서읍 서사리
부산포항선,경주지사,범서2터널(포항),53,610,2,2종,A,2015-12-23,울산광역시 울주군 범서읍 서사리
부산포항선,경주지사,범서3터널(포항),56,283,2,2종,A,2015-12-23,울산광역시 울주군 범서읍 두산리
부산포항선,경주지사,범서3터널(부산),56,275,2,2종,A,2015-12-23,울산광역시 울주군 범서읍 두산리
부산포항선,경주지사,범서4터널(포항),56,2833,2,1종,B,2015-12-23,울산광역시 울주군 범서읍 두산리
부산포항선,경주지사,범서4터널(부산),57,2708,2,1종,B,2015-12-23,울산광역시 울주군 범서읍 두산리
부산포항선,경주지사,외동1터널(부산),60,553,2,2종,B,2015-12-23,경상북도 경주시 외동읍 녹동리
부산포항선,경주지사,외동1터널(포항),61,338,2,2종,B,2015-12-23,경상북도 경주시 외동읍 녹동리
부산포항선,경주지사,외동2터널(부산),63,3103,2,1종,A,2015-12-23,경상북도 경주시 외동읍 석계리
부산포항선,경주지사,외동2터널(포항),63,3088,2,1종,A,2015-12-23,경상북도 경주시 외동읍 석계리
부산포항선,경주지사,문무대왕1터널(포항),72,7543,2,1종,B,2015-12-23,경상북도 경주시 외동읍 개곡리
부산포항선,경주지사,문무대왕1터널(부산),72,7540,2,1종,B,2015-12-23,경상북도 경주시 외동읍 개곡리
부산포항선,경주지사,문무대왕2터널(포항),83,234,2,2종,A,2015-12-23,경상북도 경주시 문무대왕면 입천리
부산포항선,경주지사,문무대왕2터널(부산),83,234,2,2종,A,2015-12-23,경상북도 경주시 문무대왕면 입천리
부산포항선,경주지사,문무대왕3터널(부산),87,530,2,2종,B,2015-12-23,경상북도 경주시 문무대왕면 용동리
부산포항선,경주지사,문무대왕3터널(포항),87,466,2,2종,B,2015-12-23,경상북도 경주시 문무대왕면 용동리
부산포항선,경주지사,문무대왕4터널(부산),88,272,2,2종,B,2015-12-23,경상북도 경주시 문무대왕면 용동리
부산포항선,경주지사,문무대왕4터널(포항),88,217,2,2종,B,2015-12-23,경상북도 경주시 문무대왕면 용동리
